mst_card_id,mst_idol_id,mst_costume_id,bonus_costume_id,rank5_costume_id,resource_id,rarity,idol_type,level_max,life,vocal_base,vocal_max,vocal_master_bonus,dance_base,dance_max,dance_master_bonus,visual_base,visual_max,visual_master_bonus,skill_level_max,awakening_gauge_max,master_rank_max,cheer_point,mst_center_effect_id,mst_card_skill_id_list,ex_type,variation,master_lesson_begin_date,training_item_list,begin_date,sort_id,card_category,extend_card_level_max,extend_card_life,extend_card_vocal_max,extend_card_vocal_master_bonus,extend_card_dance_max,extend_card_dance_master_bonus,extend_card_visual_max,extend_card_visual_master_bonus,is_master_lesson_five_available,barrier_mission_list,training_point,sign_type,sign_type2
208,38,193,194,0,038chz0043,3,2,70,35,2667,6222,187,2073,4838,145,1464,3415,102,10,300,4,0,2302,206,2,4,2020-07-30T12:00:00+0800,,2020-01-19T15:00:00+0800,209000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
209,31,0,0,0,031tom0043,3,2,70,35,1950,4549,136,2546,5941,178,1389,3242,97,10,300,4,0,2305,305,3,4,2020-07-30T12:00:00+0800,,2020-01-19T15:00:00+0800,210000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
210,47,195,196,0,047sub0044,4,2,90,40,1661,3737,112,3125,7031,211,2383,5361,161,10,400,4,0,2403,121,0,4,0001-01-01T00:00:00+0000,,2020-01-26T15:00:00+0800,211000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
211,13,0,0,0,013hib0043,3,1,70,35,2445,5706,171,1340,3127,94,1874,4372,131,10,300,4,0,1305,306,0,4,0001-01-01T00:00:00+0000,,2020-01-26T15:00:00+0800,212000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
212,5,0,0,0,005yay0042,2,3,50,30,1357,3392,102,942,2354,71,1768,4419,133,10,200,4,0,3204,103,0,4,0001-01-01T00:00:00+0000,,2020-01-26T15:00:00+0800,213000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
213,44,30101440,30101441,0,044miz0064,4,2,90,40,2399,5397,162,1662,3740,112,3125,7031,211,10,400,4,0,2404,214,0,6,0001-01-01T00:00:00+0000,,2020-01-31T15:00:00+0800,214000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
214,12,30101120,30101121,0,012mam0044,4,3,90,40,1676,3772,113,3086,6943,208,2396,5391,162,10,400,4,0,3403,117,0,4,0001-01-01T00:00:00+0000,,2020-01-31T15:00:00+0800,215000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
215,32,0,0,0,032emi0053,3,1,70,35,1943,4534,136,1380,3220,97,2521,5883,176,10,300,4,0,1304,106,0,5,0001-01-01T00:00:00+0000,,2020-01-31T15:00:00+0800,216000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
216,7,40111070,40111071,0,007ior0053,3,2,70,35,2075,4841,145,2659,6205,186,1457,3400,102,10,300,4,0,2303,205,2,5,2020-08-29T12:00:00+0800,,2020-01-31T15:00:00+0800,217000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
217,11,0,0,0,011ami0053,3,3,70,35,1362,3178,95,2529,5902,177,1952,4555,137,10,300,4,0,3303,111,3,5,2020-08-29T12:00:00+0800,,2020-01-31T15:00:00+0800,218000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
218,17,0,0,0,017kth0011,1,1,30,25,1178,3535,106,636,1909,57,912,2735,82,10,100,4,0,0,,0,1,0001-01-01T00:00:00+0000,,2018-01-01T00:00:00+0800,17000,10,0,0,0,0,0,0,0,0,FALSE,,0,0,0
219,4,0,0,0,004yuk0053,3,1,70,35,1319,3078,92,2439,5692,171,1882,4391,132,10,300,4,0,1303,107,0,5,0001-01-01T00:00:00+0000,,2020-02-09T15:00:00+0800,219000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
220,9,0,0,0,009rit0053,3,2,70,35,2136,4984,150,1621,3782,113,1865,4352,131,10,300,4,0,2302,406,0,5,0001-01-01T00:00:00+0000,,2020-02-09T15:00:00+0800,220000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
221,27,0,0,0,027say0052,2,1,50,30,1358,3394,102,1334,3336,100,1351,3378,101,10,200,4,0,1201,102,0,5,0001-01-01T00:00:00+0000,,2020-02-09T15:00:00+0800,221000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
222,8,30102080,30102081,0,008tak0054,4,2,90,40,1697,3818,115,3099,6972,209,2406,5414,162,10,400,4,0,2403,213,0,5,0001-01-01T00:00:00+0000,,2020-02-11T15:00:00+0800,222000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
223,29,30101290,30101291,0,029umi0054,4,1,90,40,3086,6944,208,2409,5421,163,1676,3772,113,10,400,4,0,1402,115,0,5,0001-01-01T00:00:00+0000,,2020-02-11T15:00:00+0800,223000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
224,21,0,0,0,021mat0053,3,1,70,35,1592,3714,111,2178,5082,152,1877,4380,131,10,300,4,0,1303,615,0,5,0001-01-01T00:00:00+0000,,2020-02-11T15:00:00+0800,224000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
225,10,0,0,0,010azu0052,2,3,50,30,1772,4431,133,956,2389,72,1346,3366,101,10,200,4,0,3205,402,0,5,0001-01-01T00:00:00+0000,,2020-02-11T15:00:00+0800,225000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
226,17,0,0,0,017kth0022,2,1,50,30,1150,2874,86,1534,3836,115,1341,3352,101,10,200,4,0,1205,303,0,2,0001-01-01T00:00:00+0000,,2018-01-01T00:00:00+0800,62500,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
227,17,0,0,0,017kth0033,3,1,70,35,1894,4420,133,1857,4334,130,1864,4349,130,10,300,4,0,1301,504,0,3,0001-01-01T00:00:00+0000,,2018-01-01T00:00:00+0800,84500,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
228,18,40112180,40112181,0,018ele0053,3,3,70,35,1451,3386,102,2059,4805,144,2689,6274,188,10,300,4,0,3304,209,2,5,2020-08-29T12:00:00+0800,,2020-02-16T15:00:00+0800,228000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
229,42,0,0,0,042miy0063,3,3,70,35,1930,4503,135,1942,4531,136,1961,4576,137,10,300,4,0,3305,405,3,6,2020-08-29T12:00:00+0800,,2020-02-16T15:00:00+0800,229000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
230,48,30101480,30101481,0,048rei0054,4,3,90,40,2044,4600,138,2382,5360,161,2750,6187,186,10,400,4,0,3404,120,0,5,0001-01-01T00:00:00+0000,,2020-02-20T15:00:00+0800,230000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
231,46,0,0,0,046rio0053,3,2,70,35,1875,4376,131,1878,4381,131,1898,4429,133,10,300,4,0,2301,616,0,5,0001-01-01T00:00:00+0000,,2020-02-20T15:00:00+0800,231000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
232,51,0,0,0,051tmg0062,2,2,50,30,1334,3336,100,1557,3893,117,1161,2902,87,10,200,4,0,2205,402,0,6,0001-01-01T00:00:00+0000,,2020-02-20T15:00:00+0800,232000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
233,39,30101390,30101391,0,039kon0054,4,3,90,40,2761,6213,186,2020,4546,136,2413,5430,163,10,400,4,0,3402,213,0,5,0001-01-01T00:00:00+0000,,2020-02-28T15:00:00+0800,233000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
234,6,30101060,30101061,0,006mak0054,4,1,90,40,2388,5373,161,1677,3774,113,3105,6986,210,10,400,4,0,1404,115,0,5,0001-01-01T00:00:00+0000,,2020-02-28T15:00:00+0800,234000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
235,50,0,0,0,050jul0053,3,2,70,35,2545,5939,178,1368,3191,96,1957,4567,137,10,300,4,0,2302,106,0,5,0001-01-01T00:00:00+0000,,2020-02-28T15:00:00+0800,235000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
236,3,40113030,40113031,0,003mik0043,3,3,70,35,2078,4849,145,2669,6228,187,1441,3363,101,10,300,4,0,3303,210,2,4,2020-09-28T12:00:00+0800,,2020-03-03T15:00:00+0800,236000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
237,47,0,0,0,047sub0053,3,2,70,35,1659,3872,116,1946,4540,136,2232,5207,156,10,300,4,0,2305,305,3,5,2020-09-28T12:00:00+0800,,2020-03-03T15:00:00+0800,237000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
238,20,0,0,0,020meg0053,3,2,70,35,2435,5681,170,1335,3115,93,1875,4376,131,10,300,4,0,2302,107,0,5,0001-01-01T00:00:00+0000,,2020-03-13T15:00:00+0800,238000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
239,36,0,0,0,036kan0063,3,1,70,35,1890,4409,132,1313,3064,92,2416,5638,169,10,300,4,0,1304,617,0,6,0001-01-01T00:00:00+0000,,2020-03-13T15:00:00+0800,239000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
240,45,0,0,0,045kar0052,2,3,50,30,1361,3403,102,1339,3347,100,1361,3402,102,10,200,4,0,3205,303,0,5,0001-01-01T00:00:00+0000,,2020-03-13T15:00:00+0800,240000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
241,10,30102100,30102101,0,010azu0064,4,3,90,40,2029,4565,137,2767,6225,187,2406,5414,162,10,400,4,0,3403,214,0,6,0001-01-01T00:00:00+0000,,2020-03-14T15:00:00+0800,241000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
242,49,30101490,30101491,0,049mom0054,4,2,90,40,3113,7004,210,1665,3747,112,2393,5384,162,10,400,4,0,2402,120,0,5,0001-01-01T00:00:00+0000,,2020-03-14T15:00:00+0800,242000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
243,24,0,0,0,024ann0053,3,3,70,35,1321,3083,92,1866,4354,131,2456,5730,172,10,300,4,0,3306,504,0,5,0001-01-01T00:00:00+0000,,2020-03-14T15:00:00+0800,243000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
244,25,0,0,0,025roc0042,2,2,50,30,1752,4379,131,1353,3383,101,945,2362,71,10,200,4,0,2205,403,0,4,0001-01-01T00:00:00+0000,,2020-03-14T15:00:00+0800,244000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
245,30,40114300,40114301,0,030iku0053,3,1,70,35,2686,6268,188,2052,4788,144,1455,3395,102,10,300,4,0,1302,205,2,5,2020-09-28T12:00:00+0800,,2020-03-20T15:00:00+0800,245000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
246,26,0,0,0,026yur0053,3,1,70,35,1948,4545,136,1953,4557,137,1953,4558,137,10,300,4,0,1301,616,3,5,2020-09-28T12:00:00+0800,,2020-03-20T15:00:00+0800,246000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
247,43,30101430,30101431,0,043nor0054,4,1,90,40,2755,6199,186,2381,5358,161,2032,4572,137,10,400,4,0,1402,121,0,5,0001-01-01T00:00:00+0000,,2020-03-23T15:00:00+0800,247000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
248,16,0,0,0,016tsu0053,3,3,70,35,1888,4405,132,1863,4346,130,1899,4432,133,10,300,4,0,3301,617,0,5,0001-01-01T00:00:00+0000,,2020-03-23T15:00:00+0800,248000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
249,14,0,0,0,014mir0052,2,1,50,30,971,2427,73,1373,3432,103,1742,4355,131,10,200,4,0,1206,601,0,5,0001-01-01T00:00:00+0000,,2020-03-23T15:00:00+0800,249000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
250,22,30102220,30102221,0,022ser0054,4,3,90,40,3276,7372,221,2545,5727,172,1803,4057,122,10,400,4,0,3402,220,4,5,2020-03-28T20:00:00+0800,,2020-03-28T20:00:00+0800,250000,22,0,0,0,0,0,0,0,0,FALSE,,0,0,0
251,32,30102320,30102321,0,032emi0064,4,1,90,40,2532,5696,171,3299,7423,223,1797,4043,121,10,400,4,0,1403,220,4,6,2020-03-28T20:00:00+0800,,2020-03-28T20:00:00+0800,251000,22,0,0,0,0,0,0,0,0,FALSE,,0,0,0
252,28,30101280,30101281,0,028ari0054,4,1,90,40,2750,6188,186,2036,4580,137,2405,5412,162,10,400,4,0,1402,217,0,5,0001-01-01T00:00:00+0000,,2020-03-31T15:00:00+0800,252000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
253,9,30101090,30101091,0,009rit0064,4,2,90,40,2395,5388,162,2033,4575,137,2729,6140,184,10,400,4,0,2404,114,0,6,0001-01-01T00:00:00+0000,,2020-03-31T15:00:00+0800,253000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
254,12,0,0,0,012mam0053,3,3,70,35,2250,5250,158,1945,4538,136,1669,3895,117,10,300,4,0,3302,107,0,5,0001-01-01T00:00:00+0000,,2020-03-31T15:00:00+0800,254000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
255,17,40115170,40115171,0,017kth0043,3,1,70,35,2040,4759,143,2382,5559,167,1771,4132,124,10,300,4,0,1303,211,2,4,2020-10-31T12:00:00+0800,,2020-04-03T15:00:00+0800,255000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
256,20,0,0,0,020meg0063,3,2,70,35,1949,4547,136,1942,4531,136,1970,4597,138,10,300,4,0,2306,614,3,6,2020-10-31T12:00:00+0800,,2020-04-03T15:00:00+0800,256000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
257,35,0,0,0,035hin0053,3,3,70,35,1863,4346,130,1895,4421,133,1896,4425,133,10,300,4,0,3301,106,0,5,0001-01-01T00:00:00+0000,,2020-04-12T15:00:00+0800,261000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
258,37,0,0,0,037nao0063,3,1,70,35,1864,4350,131,1866,4353,131,1876,4377,131,10,300,4,0,1301,405,0,6,0001-01-01T00:00:00+0000,,2020-04-12T15:00:00+0800,262000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
259,8,0,0,0,008tak0062,2,2,50,30,1355,3387,102,1346,3366,101,1338,3346,100,10,200,4,0,2206,601,0,6,0001-01-01T00:00:00+0000,,2020-04-12T15:00:00+0800,263000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
260,13,30102130,30102131,0,013hib0054,4,1,90,40,1697,3818,115,2386,5369,161,3118,7016,210,10,400,4,0,1404,215,0,5,0001-01-01T00:00:00+0000,,2020-04-11T15:00:00+0800,257000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
261,18,30101180,30101181,0,018ele0064,4,3,90,40,2380,5354,161,2768,6227,187,2024,4555,137,10,400,4,0,3403,121,0,6,0001-01-01T00:00:00+0000,,2020-04-11T15:00:00+0800,258000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
262,40,0,0,0,040tam0053,3,3,70,35,1886,4400,132,1602,3738,112,2160,5040,151,10,300,4,0,3305,404,0,5,0001-01-01T00:00:00+0000,,2020-04-11T15:00:00+0800,259000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
263,4,0,0,0,004yuk0062,2,1,50,30,1762,4406,132,966,2414,72,1340,3350,101,10,200,4,0,1205,401,0,6,0001-01-01T00:00:00+0000,,2020-04-11T15:00:00+0800,260000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
264,44,40116440,40116441,0,044miz0073,3,2,70,35,1458,3403,102,2070,4830,145,2684,6263,188,10,300,4,0,2304,209,2,7,2020-10-31T12:00:00+0800,,2020-04-20T15:00:00+0800,264000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
265,33,0,0,0,033sih0063,3,2,70,35,1644,3835,115,1945,4538,136,2256,5264,158,10,300,4,0,2304,504,3,6,2020-10-31T12:00:00+0800,,2020-04-20T15:00:00+0800,265000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
266,31,30101310,30101311,0,031tom0054,4,2,90,40,3097,6968,209,1676,3770,113,2405,5412,162,10,400,4,0,2402,113,0,5,0001-01-01T00:00:00+0000,,2020-04-22T15:00:00+0800,266000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
267,19,0,0,0,019min0063,3,1,70,35,1313,3064,92,2432,5675,170,1898,4429,133,10,300,4,0,1306,504,0,6,0001-01-01T00:00:00+0000,,2020-04-22T15:00:00+0800,267000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
268,11,0,0,0,011ami0062,2,3,50,30,1352,3381,101,1752,4380,131,966,2416,72,10,200,4,0,3205,401,0,6,0001-01-01T00:00:00+0000,,2020-04-22T15:00:00+0800,268000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
269,46,30101460,30101461,0,046rio0064,4,2,90,40,2380,5354,161,3120,7021,211,1700,3826,115,10,400,4,0,2403,215,0,6,0001-01-01T00:00:00+0000,,2020-04-30T15:00:00+0800,269000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
270,5,30101050,30101051,0,005yay0054,4,3,90,40,2389,5376,161,1693,3809,114,3084,6939,208,10,400,4,0,3404,114,0,5,0001-01-01T00:00:00+0000,,2020-04-30T15:00:00+0800,270000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
271,30,0,0,0,030iku0063,3,1,70,35,1963,4580,137,1380,3221,97,2534,5913,177,10,300,4,0,1304,109,0,6,0001-01-01T00:00:00+0000,,2020-04-30T15:00:00+0800,271000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
272,34,40117340,40117341,0,034ayu0053,3,2,70,35,1461,3409,102,2649,6182,185,2042,4764,143,10,300,4,0,2303,211,2,5,2020-11-29T12:00:00+0800,,2020-05-04T15:00:00+0800,272000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
273,10,0,0,0,010azu0073,3,3,70,35,2519,5878,176,1958,4568,137,1353,3157,95,10,300,4,0,3302,504,3,7,2020-11-29T12:00:00+0800,,2020-05-04T15:00:00+0800,273000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
274,43,0,0,0,043nor0063,3,1,70,35,1867,4356,131,1897,4427,133,1881,4390,132,10,300,4,0,1301,111,0,6,0001-01-01T00:00:00+0000,,2020-05-13T15:00:00+0800,274000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
275,38,0,0,0,038chz0053,3,2,70,35,1870,4363,131,1895,4421,133,1858,4335,130,10,300,4,0,2301,305,0,5,0001-01-01T00:00:00+0000,,2020-05-13T15:00:00+0800,275000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
276,13,0,0,0,013hib0062,2,1,50,30,1373,3432,103,1335,3338,100,1338,3344,100,10,200,4,0,1201,103,0,6,0001-01-01T00:00:00+0000,,2020-05-13T15:00:00+0800,276000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
277,7,30102070,30102071,0,007ior0064,4,2,90,40,3113,7005,210,2412,5428,163,1674,3767,113,10,400,4,0,2402,213,0,6,0001-01-01T00:00:00+0000,,2020-05-11T15:00:00+0800,277000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
278,21,30101210,30101211,0,021mat0064,4,1,90,40,2021,4547,136,2761,6213,186,2390,5378,161,10,400,4,0,1403,119,0,6,0001-01-01T00:00:00+0000,,2020-05-11T15:00:00+0800,278000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
279,2,0,0,0,002chi0053,3,2,70,35,1333,3110,93,1873,4370,131,2436,5684,171,10,300,4,0,2304,404,0,5,0001-01-01T00:00:00+0000,,2020-05-11T15:00:00+0800,279000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
280,39,0,0,0,039kon0062,2,3,50,30,1161,2902,87,1358,3395,102,1558,3896,117,10,200,4,0,3205,401,0,6,0001-01-01T00:00:00+0000,,2020-05-11T15:00:00+0800,280000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
281,52,40118520,40118521,0,052kao0063,3,3,70,35,2070,4830,145,2373,5537,166,1757,4099,123,10,300,4,0,3303,211,2,6,2020-11-29T12:00:00+0800,,2020-05-21T15:00:00+0800,281000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
282,41,0,0,0,041fuk0053,3,3,70,35,1929,4501,135,1947,4544,136,1963,4580,137,10,300,4,0,3306,616,3,5,2020-11-29T12:00:00+0800,,2020-05-21T15:00:00+0800,282000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
283,23,30101230,30101231,0,023aka0054,4,3,90,40,2746,6178,185,2049,4611,138,2372,5336,160,10,400,4,0,3402,120,0,5,0001-01-01T00:00:00+0000,,2020-05-22T15:00:00+0800,283000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
284,26,0,0,0,026yur0063,3,1,70,35,1876,4378,131,1616,3771,113,2168,5058,152,10,300,4,0,1304,504,0,6,0001-01-01T00:00:00+0000,,2020-05-22T15:00:00+0800,284000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
285,47,0,0,0,047sub0062,2,2,50,30,1368,3419,103,1157,2892,87,1556,3890,117,10,200,4,0,2206,603,0,6,0001-01-01T00:00:00+0000,,2020-05-22T15:00:00+0800,285000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
286,17,30101170,30101171,0,017kth0054,4,1,90,40,3112,7001,210,1689,3800,114,2402,5405,162,10,400,4,0,1402,219,0,5,0001-01-01T00:00:00+0000,,2020-05-31T15:00:00+0800,286000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
287,3,30101030,30101031,0,003mik0054,4,3,90,40,1699,3822,115,3104,6984,210,2376,5346,160,10,400,4,0,3403,119,0,5,0001-01-01T00:00:00+0000,,2020-05-31T15:00:00+0800,287000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
288,22,0,0,0,022ser0063,3,3,70,35,2234,5212,156,1671,3899,117,1967,4589,138,10,300,4,0,3302,109,0,6,0001-01-01T00:00:00+0000,,2020-05-31T15:00:00+0800,288000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
289,32,40119320,40119321,0,032emi0073,3,1,70,35,2050,4783,143,2663,6213,186,1464,3416,102,10,300,4,0,1303,205,2,7,2020-12-29T12:00:00+0800,,2020-06-04T15:00:00+0800,289000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
290,50,0,0,0,050jul0063,3,2,70,35,1955,4562,137,1968,4593,138,1930,4503,135,10,300,4,0,2301,504,3,6,2020-12-29T12:00:00+0800,,2020-06-04T15:00:00+0800,290000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
291,11,30102110,30102111,0,011ami0074,4,3,90,40,1670,3758,113,2413,5430,163,3121,7022,211,10,400,4,0,3404,217,0,7,0001-01-01T00:00:00+0000,,2020-06-12T15:00:00+0800,291000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
292,25,30101250,30101251,0,025roc0054,4,2,90,40,2376,5347,160,3105,6987,210,1696,3817,115,10,400,4,0,2403,113,0,5,0001-01-01T00:00:00+0000,,2020-06-12T15:00:00+0800,292000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
293,28,0,0,0,028ari0063,3,1,70,35,1862,4344,130,1880,4387,132,1898,4428,133,10,300,4,0,1305,305,0,6,0001-01-01T00:00:00+0000,,2020-06-12T15:00:00+0800,293000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
294,12,0,0,0,012mam0062,2,3,50,30,1757,4393,132,945,2362,71,1352,3379,101,10,200,4,0,3205,301,0,6,0001-01-01T00:00:00+0000,,2020-06-12T15:00:00+0800,294000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
295,31,0,0,0,031tom0063,3,2,70,35,2449,5715,171,1319,3077,92,1887,4402,132,10,300,4,0,2302,109,0,6,0001-01-01T00:00:00+0000,,2020-06-13T15:00:00+0800,295000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
296,23,0,0,0,023aka0063,3,3,70,35,1590,3709,111,2174,5072,152,1863,4347,130,10,300,4,0,3305,305,0,6,0001-01-01T00:00:00+0000,,2020-06-13T15:00:00+0800,296000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
297,33,0,0,0,033sih0072,2,2,50,30,1568,3921,118,1136,2841,85,1362,3404,102,10,200,4,0,2202,102,0,7,0001-01-01T00:00:00+0000,,2020-06-13T15:00:00+0800,297000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
298,27,40120270,40120271,0,027say0063,3,1,70,35,2056,4798,144,1461,3410,102,2679,6250,188,10,300,4,0,1304,209,2,6,2020-12-29T12:00:00+0800,,2020-06-20T15:00:00+0800,301000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
299,29,0,0,0,029umi0063,3,1,70,35,1934,4512,135,1953,4556,137,1954,4559,137,10,300,4,0,1306,614,3,6,2020-12-29T12:00:00+0800,,2020-06-20T15:00:00+0800,302000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
300,37,30102370,30102371,0,037nao0074,4,1,90,40,1700,3824,115,2401,5402,162,3110,6997,210,10,400,4,0,1404,120,0,7,0001-01-01T00:00:00+0000,,2020-06-18T15:00:00+0800,298000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
301,8,0,0,0,008tak0073,3,2,70,35,1888,4405,132,1879,4384,132,1889,4407,132,10,300,4,0,2305,306,0,7,0001-01-01T00:00:00+0000,,2020-06-18T15:00:00+0800,299000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
302,19,0,0,0,019min0072,2,1,50,30,1562,3905,117,1346,3364,101,1172,2931,88,10,200,4,0,1206,601,0,7,0001-01-01T00:00:00+0000,,2020-06-18T15:00:00+0800,300000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
303,14,30102140,30102141,0,014mir0064,4,1,90,40,3298,7421,223,1788,4024,121,2545,5727,172,10,400,4,0,1408,704,4,6,2020-06-29T15:00:00+0800,,2020-06-29T15:00:00+0800,303000,22,0,0,0,0,0,0,0,0,FALSE,,0,0,0
304,15,30102150,30102151,0,015siz0064,4,2,90,40,2529,5690,171,1788,4023,121,3315,7458,224,10,400,4,0,2410,704,4,6,2020-06-29T15:00:00+0800,,2020-06-29T15:00:00+0800,304000,22,0,0,0,0,0,0,0,0,FALSE,,0,0,0
305,16,30102160,30102161,0,016tsu0064,4,3,90,40,1793,4035,121,3307,7440,223,2533,5700,171,10,400,4,0,3409,704,4,6,2020-06-29T15:00:00+0800,,2020-06-29T15:00:00+0800,305000,22,0,0,0,0,0,0,0,0,FALSE,,0,0,0
306,38,30102380,30102381,0,038chz0064,4,2,90,40,3132,7047,211,2417,5438,163,1696,3815,114,10,400,4,0,2402,214,0,6,0001-01-01T00:00:00+0000,,2020-07-03T15:00:00+0800,358000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
307,39,30102390,30102391,0,039kon0074,4,3,90,40,2399,5398,162,1685,3791,114,3128,7037,211,10,400,4,0,3404,121,0,7,0001-01-01T00:00:00+0000,,2020-07-03T15:00:00+0800,359000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
308,25,0,0,0,025roc0063,3,2,70,35,1974,4605,138,1377,3214,96,2565,5984,180,10,300,4,0,2304,107,0,6,0001-01-01T00:00:00+0000,,2020-07-03T15:00:00+0800,360000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
309,1,20104010,20104011,0,001har0074,4,1,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,1302,122,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,306000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
