mst_mission_id,mst_panel_mission_id,mst_idol_mission_id,mission_type,mst_mission_class_id,goal,option,option2,premise_mst_mission_id_list,reward_mst_item_id_list,reward_item_type_id_list,reward_amount_list,reward_mst_card_id_list,reward_mst_achievement_id_list,reward_mst_song_id_list,reward_resource_id_list,create_date,sort_id,jump_type,mission_operation_label,mst_mission_schedule_id,mst_panel_mission_sheet_id
22611,0,0,0,62,1,600,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,286,Home,"2, 26",105,0
22701,0,0,0,69,1,27,-,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,288,SongSelect,"2, 27",105,0
22702,0,0,0,68,1,27,-,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,289,SongSelect,"2, 27",105,0
22703,0,0,0,49,50,27,-,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,292,SongSelect,"2, 27",105,0
22704,0,0,0,63,1,27,-,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,294,StorySelect2,"2, 27",105,0
22705,0,0,0,55,1,27,60,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,287,SongSelect,"2, 27",105,0
22706,0,0,0,57,1,601,-,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,293,IdolAwakening,"2, 27",105,0
22707,0,0,0,75,1,dress,27,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,296,CostumeCheck,"2, 27",105,0
22708,0,0,0,75,1,thirteen,27,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,290,SongSelect,"2, 27",105,0
22709,0,0,0,75,1,mobile,27,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,295,Home,"2, 27",105,0
22710,0,0,0,74,1,"25,26",27,0,5127,22,1,0,0,0,,2022-01-28T03:56:31+0000,291,IdolGift,"2, 27",105,0
22711,0,0,0,62,1,601,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,297,Home,"2, 27",105,0
22801,0,0,0,69,1,28,-,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,299,SongSelect,"2, 28",105,0
22802,0,0,0,68,1,28,-,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,300,SongSelect,"2, 28",105,0
22803,0,0,0,49,50,28,-,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,303,SongSelect,"2, 28",105,0
22804,0,0,0,63,1,28,-,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,305,StorySelect2,"2, 28",105,0
22805,0,0,0,55,1,28,51,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,298,SongSelect,"2, 28",105,0
22806,0,0,0,57,1,602,-,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,304,IdolAwakening,"2, 28",105,0
22807,0,0,0,75,1,dress,28,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,307,CostumeCheck,"2, 28",105,0
22808,0,0,0,75,1,thirteen,28,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,301,SongSelect,"2, 28",105,0
22809,0,0,0,75,1,mobile,28,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,306,Home,"2, 28",105,0
22810,0,0,0,74,1,"25,26",28,0,5128,22,1,0,0,0,,2022-01-28T03:56:31+0000,302,IdolGift,"2, 28",105,0
22811,0,0,0,62,1,602,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,308,Home,"2, 28",105,0
22901,0,0,0,69,1,29,-,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,310,SongSelect,"2, 29",105,0
22902,0,0,0,68,1,29,-,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,311,SongSelect,"2, 29",105,0
22903,0,0,0,49,50,29,-,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,314,SongSelect,"2, 29",105,0
22904,0,0,0,63,1,29,-,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,316,StorySelect2,"2, 29",105,0
22905,0,0,0,55,1,29,60,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,309,SongSelect,"2, 29",105,0
22906,0,0,0,57,1,603,-,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,315,IdolAwakening,"2, 29",105,0
22907,0,0,0,75,1,dress,29,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,318,CostumeCheck,"2, 29",105,0
22908,0,0,0,75,1,thirteen,29,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,312,SongSelect,"2, 29",105,0
22909,0,0,0,75,1,mobile,29,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,317,Home,"2, 29",105,0
22910,0,0,0,74,1,"25,26",29,0,5129,22,1,0,0,0,,2022-01-28T03:56:31+0000,313,IdolGift,"2, 29",105,0
22911,0,0,0,62,1,603,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,319,Home,"2, 29",105,0
23001,0,0,0,69,1,30,-,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,321,SongSelect,"2, 30",105,0
23002,0,0,0,68,1,30,-,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,322,SongSelect,"2, 30",105,0
23003,0,0,0,49,50,30,-,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,325,SongSelect,"2, 30",105,0
23004,0,0,0,63,1,30,-,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,327,StorySelect2,"2, 30",105,0
23005,0,0,0,55,1,30,51,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,320,SongSelect,"2, 30",105,0
23006,0,0,0,57,1,604,-,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,326,IdolAwakening,"2, 30",105,0
23007,0,0,0,75,1,dress,30,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,329,CostumeCheck,"2, 30",105,0
23008,0,0,0,75,1,thirteen,30,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,323,SongSelect,"2, 30",105,0
23009,0,0,0,75,1,mobile,30,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,328,Home,"2, 30",105,0
23010,0,0,0,74,1,"25,26",30,0,5130,22,1,0,0,0,,2022-01-28T03:56:31+0000,324,IdolGift,"2, 30",105,0
23011,0,0,0,62,1,604,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,330,Home,"2, 30",105,0
23101,0,0,0,69,1,31,-,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,332,SongSelect,"2, 31",105,0
23102,0,0,0,68,1,31,-,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,333,SongSelect,"2, 31",105,0
23103,0,0,0,49,50,31,-,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,336,SongSelect,"2, 31",105,0
23104,0,0,0,63,1,31,-,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,338,StorySelect2,"2, 31",105,0
23105,0,0,0,55,1,31,46,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,331,SongSelect,"2, 31",105,0
23106,0,0,0,57,1,605,-,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,337,IdolAwakening,"2, 31",105,0
23107,0,0,0,75,1,dress,31,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,340,CostumeCheck,"2, 31",105,0
23108,0,0,0,75,1,thirteen,31,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,334,SongSelect,"2, 31",105,0
23109,0,0,0,75,1,mobile,31,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,339,Home,"2, 31",105,0
23110,0,0,0,74,1,"25,26",31,0,5131,22,1,0,0,0,,2022-01-28T03:56:31+0000,335,IdolGift,"2, 31",105,0
23111,0,0,0,62,1,605,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,341,Home,"2, 31",105,0
23201,0,0,0,69,1,32,-,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,343,SongSelect,"2, 32",105,0
23202,0,0,0,68,1,32,-,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,344,SongSelect,"2, 32",105,0
23203,0,0,0,49,50,32,-,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,347,SongSelect,"2, 32",105,0
23204,0,0,0,63,1,32,-,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,349,StorySelect2,"2, 32",105,0
23205,0,0,0,55,1,32,81,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,342,SongSelect,"2, 32",105,0
23206,0,0,0,57,1,606,-,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,348,IdolAwakening,"2, 32",105,0
23207,0,0,0,75,1,dress,32,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,351,CostumeCheck,"2, 32",105,0
23208,0,0,0,75,1,thirteen,32,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,345,SongSelect,"2, 32",105,0
23209,0,0,0,75,1,mobile,32,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,350,Home,"2, 32",105,0
23210,0,0,0,74,1,"25,26",32,0,5132,22,1,0,0,0,,2022-01-28T03:56:31+0000,346,IdolGift,"2, 32",105,0
23211,0,0,0,62,1,606,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,352,Home,"2, 32",105,0
23301,0,0,0,69,1,33,-,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,354,SongSelect,"2, 33",105,0
23302,0,0,0,68,1,33,-,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,355,SongSelect,"2, 33",105,0
23303,0,0,0,49,50,33,-,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,358,SongSelect,"2, 33",105,0
23304,0,0,0,63,1,33,-,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,360,StorySelect2,"2, 33",105,0
23305,0,0,0,55,1,33,54,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,353,SongSelect,"2, 33",105,0
23306,0,0,0,57,1,607,-,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,359,IdolAwakening,"2, 33",105,0
23307,0,0,0,75,1,dress,33,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,362,CostumeCheck,"2, 33",105,0
23308,0,0,0,75,1,thirteen,33,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,356,SongSelect,"2, 33",105,0
23309,0,0,0,75,1,mobile,33,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,361,Home,"2, 33",105,0
23310,0,0,0,74,1,"25,26",33,0,5133,22,1,0,0,0,,2022-01-28T03:56:31+0000,357,IdolGift,"2, 33",105,0
23311,0,0,0,62,1,607,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,363,Home,"2, 33",105,0
23401,0,0,0,69,1,34,-,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,365,SongSelect,"2, 34",105,0
23402,0,0,0,68,1,34,-,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,366,SongSelect,"2, 34",105,0
23403,0,0,0,49,50,34,-,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,369,SongSelect,"2, 34",105,0
23404,0,0,0,63,1,34,-,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,371,StorySelect2,"2, 34",105,0
23405,0,0,0,55,1,34,86,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,364,SongSelect,"2, 34",105,0
23406,0,0,0,57,1,608,-,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,370,IdolAwakening,"2, 34",105,0
23407,0,0,0,75,1,dress,34,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,373,CostumeCheck,"2, 34",105,0
23408,0,0,0,75,1,thirteen,34,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,367,SongSelect,"2, 34",105,0
23409,0,0,0,75,1,mobile,34,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,372,Home,"2, 34",105,0
23410,0,0,0,74,1,"25,26",34,0,5134,22,1,0,0,0,,2022-01-28T03:56:31+0000,368,IdolGift,"2, 34",105,0
23411,0,0,0,62,1,608,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,374,Home,"2, 34",105,0
23501,0,0,0,69,1,35,-,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,376,SongSelect,"2, 35",105,0
23502,0,0,0,68,1,35,-,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,377,SongSelect,"2, 35",105,0
23503,0,0,0,49,50,35,-,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,380,SongSelect,"2, 35",105,0
23504,0,0,0,63,1,35,-,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,382,StorySelect2,"2, 35",105,0
23505,0,0,0,55,1,35,89,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,375,SongSelect,"2, 35",105,0
23506,0,0,0,57,1,609,-,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,381,IdolAwakening,"2, 35",105,0
23507,0,0,0,75,1,dress,35,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,384,CostumeCheck,"2, 35",105,0
23508,0,0,0,75,1,thirteen,35,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,378,SongSelect,"2, 35",105,0
23509,0,0,0,75,1,mobile,35,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,383,Home,"2, 35",105,0
23510,0,0,0,74,1,"25,26",35,0,5135,22,1,0,0,0,,2022-01-28T03:56:31+0000,379,IdolGift,"2, 35",105,0
23511,0,0,0,62,1,609,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,385,Home,"2, 35",105,0
23601,0,0,0,69,1,36,-,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,387,SongSelect,"2, 36",105,0
23602,0,0,0,68,1,36,-,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,388,SongSelect,"2, 36",105,0
23603,0,0,0,49,50,36,-,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,391,SongSelect,"2, 36",105,0
23604,0,0,0,63,1,36,-,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,393,StorySelect2,"2, 36",105,0
23605,0,0,0,55,1,36,95,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,386,SongSelect,"2, 36",105,0
23606,0,0,0,57,1,610,-,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,392,IdolAwakening,"2, 36",105,0
23607,0,0,0,75,1,dress,36,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,395,CostumeCheck,"2, 36",105,0
23608,0,0,0,75,1,thirteen,36,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,389,SongSelect,"2, 36",105,0
23609,0,0,0,75,1,mobile,36,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,394,Home,"2, 36",105,0
23610,0,0,0,74,1,"25,26",36,0,5136,22,1,0,0,0,,2022-01-28T03:56:31+0000,390,IdolGift,"2, 36",105,0
23611,0,0,0,62,1,610,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,396,Home,"2, 36",105,0
23701,0,0,0,69,1,37,-,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,398,SongSelect,"2, 37",105,0
23702,0,0,0,68,1,37,-,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,399,SongSelect,"2, 37",105,0
23703,0,0,0,49,50,37,-,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,402,SongSelect,"2, 37",105,0
23704,0,0,0,63,1,37,-,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,404,StorySelect2,"2, 37",105,0
23705,0,0,0,55,1,37,60,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,397,SongSelect,"2, 37",105,0
23706,0,0,0,57,1,611,-,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,403,IdolAwakening,"2, 37",105,0
23707,0,0,0,75,1,dress,37,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,406,CostumeCheck,"2, 37",105,0
23708,0,0,0,75,1,thirteen,37,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,400,SongSelect,"2, 37",105,0
23709,0,0,0,75,1,mobile,37,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,405,Home,"2, 37",105,0
23710,0,0,0,74,1,"25,26",37,0,5137,22,1,0,0,0,,2022-01-28T03:56:31+0000,401,IdolGift,"2, 37",105,0
23711,0,0,0,62,1,611,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,407,Home,"2, 37",105,0
23801,0,0,0,69,1,38,-,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,409,SongSelect,"2, 38",105,0
23802,0,0,0,68,1,38,-,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,410,SongSelect,"2, 38",105,0
23803,0,0,0,49,50,38,-,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,413,SongSelect,"2, 38",105,0
23804,0,0,0,63,1,38,-,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,415,StorySelect2,"2, 38",105,0
23805,0,0,0,55,1,38,46,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,408,SongSelect,"2, 38",105,0
23806,0,0,0,57,1,612,-,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,414,IdolAwakening,"2, 38",105,0
23807,0,0,0,75,1,dress,38,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,417,CostumeCheck,"2, 38",105,0
23808,0,0,0,75,1,thirteen,38,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,411,SongSelect,"2, 38",105,0
23809,0,0,0,75,1,mobile,38,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,416,Home,"2, 38",105,0
23810,0,0,0,74,1,"25,26",38,0,5138,22,1,0,0,0,,2022-01-28T03:56:31+0000,412,IdolGift,"2, 38",105,0
23811,0,0,0,62,1,612,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,418,Home,"2, 38",105,0
23901,0,0,0,69,1,39,-,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,420,SongSelect,"2, 39",105,0
23902,0,0,0,68,1,39,-,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,421,SongSelect,"2, 39",105,0
23903,0,0,0,49,50,39,-,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,424,SongSelect,"2, 39",105,0
23904,0,0,0,63,1,39,-,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,426,StorySelect2,"2, 39",105,0
23905,0,0,0,55,1,39,56,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,419,SongSelect,"2, 39",105,0
23906,0,0,0,57,1,613,-,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,425,IdolAwakening,"2, 39",105,0
23907,0,0,0,75,1,dress,39,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,428,CostumeCheck,"2, 39",105,0
23908,0,0,0,75,1,thirteen,39,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,422,SongSelect,"2, 39",105,0
23909,0,0,0,75,1,mobile,39,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,427,Home,"2, 39",105,0
23910,0,0,0,74,1,"25,26",39,0,5139,22,1,0,0,0,,2022-01-28T03:56:31+0000,423,IdolGift,"2, 39",105,0
23911,0,0,0,62,1,613,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,429,Home,"2, 39",105,0
24001,0,0,0,69,1,40,-,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,431,SongSelect,"2, 40",105,0
24002,0,0,0,68,1,40,-,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,432,SongSelect,"2, 40",105,0
24003,0,0,0,49,50,40,-,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,435,SongSelect,"2, 40",105,0
24004,0,0,0,63,1,40,-,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,437,StorySelect2,"2, 40",105,0
24005,0,0,0,55,1,40,89,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,430,SongSelect,"2, 40",105,0
24006,0,0,0,57,1,614,-,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,436,IdolAwakening,"2, 40",105,0
24007,0,0,0,75,1,dress,40,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,439,CostumeCheck,"2, 40",105,0
24008,0,0,0,75,1,thirteen,40,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,433,SongSelect,"2, 40",105,0
24009,0,0,0,75,1,mobile,40,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,438,Home,"2, 40",105,0
24010,0,0,0,74,1,"25,26",40,0,5140,22,1,0,0,0,,2022-01-28T03:56:31+0000,434,IdolGift,"2, 40",105,0
24011,0,0,0,62,1,614,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,440,Home,"2, 40",105,0
24101,0,0,0,69,1,41,-,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,442,SongSelect,"2, 41",105,0
24102,0,0,0,68,1,41,-,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,443,SongSelect,"2, 41",105,0
24103,0,0,0,49,50,41,-,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,446,SongSelect,"2, 41",105,0
24104,0,0,0,63,1,41,-,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,448,StorySelect2,"2, 41",105,0
24105,0,0,0,55,1,41,56,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,441,SongSelect,"2, 41",105,0
24106,0,0,0,57,1,615,-,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,447,IdolAwakening,"2, 41",105,0
24107,0,0,0,75,1,dress,41,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,450,CostumeCheck,"2, 41",105,0
24108,0,0,0,75,1,thirteen,41,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,444,SongSelect,"2, 41",105,0
24109,0,0,0,75,1,mobile,41,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,449,Home,"2, 41",105,0
24110,0,0,0,74,1,"25,26",41,0,5141,22,1,0,0,0,,2022-01-28T03:56:31+0000,445,IdolGift,"2, 41",105,0
24111,0,0,0,62,1,615,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,451,Home,"2, 41",105,0
24201,0,0,0,69,1,42,-,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,453,SongSelect,"2, 42",105,0
24202,0,0,0,68,1,42,-,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,454,SongSelect,"2, 42",105,0
24203,0,0,0,49,50,42,-,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,457,SongSelect,"2, 42",105,0
24204,0,0,0,63,1,42,-,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,459,StorySelect2,"2, 42",105,0
24205,0,0,0,55,1,42,48,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,452,SongSelect,"2, 42",105,0
24206,0,0,0,57,1,616,-,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,458,IdolAwakening,"2, 42",105,0
24207,0,0,0,75,1,dress,42,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,461,CostumeCheck,"2, 42",105,0
24208,0,0,0,75,1,thirteen,42,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,455,SongSelect,"2, 42",105,0
24209,0,0,0,75,1,mobile,42,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,460,Home,"2, 42",105,0
24210,0,0,0,74,1,"25,26",42,0,5142,22,1,0,0,0,,2022-01-28T03:56:31+0000,456,IdolGift,"2, 42",105,0
24211,0,0,0,62,1,616,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,462,Home,"2, 42",105,0
24301,0,0,0,69,1,43,-,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,464,SongSelect,"2, 43",105,0
24302,0,0,0,68,1,43,-,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,465,SongSelect,"2, 43",105,0
24303,0,0,0,49,50,43,-,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,468,SongSelect,"2, 43",105,0
24304,0,0,0,63,1,43,-,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,470,StorySelect2,"2, 43",105,0
24305,0,0,0,55,1,43,60,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,463,SongSelect,"2, 43",105,0
24306,0,0,0,57,1,617,-,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,469,IdolAwakening,"2, 43",105,0
24307,0,0,0,75,1,dress,43,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,472,CostumeCheck,"2, 43",105,0
24308,0,0,0,75,1,thirteen,43,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,466,SongSelect,"2, 43",105,0
24309,0,0,0,75,1,mobile,43,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,471,Home,"2, 43",105,0
24310,0,0,0,74,1,"25,26",43,0,5143,22,1,0,0,0,,2022-01-28T03:56:31+0000,467,IdolGift,"2, 43",105,0
24311,0,0,0,62,1,617,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,473,Home,"2, 43",105,0
24401,0,0,0,69,1,44,-,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,475,SongSelect,"2, 44",105,0
24402,0,0,0,68,1,44,-,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,476,SongSelect,"2, 44",105,0
24403,0,0,0,49,50,44,-,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,479,SongSelect,"2, 44",105,0
24404,0,0,0,63,1,44,-,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,481,StorySelect2,"2, 44",105,0
24405,0,0,0,55,1,44,54,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,474,SongSelect,"2, 44",105,0
24406,0,0,0,57,1,618,-,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,480,IdolAwakening,"2, 44",105,0
24407,0,0,0,75,1,dress,44,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,483,CostumeCheck,"2, 44",105,0
24408,0,0,0,75,1,thirteen,44,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,477,SongSelect,"2, 44",105,0
24409,0,0,0,75,1,mobile,44,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,482,Home,"2, 44",105,0
24410,0,0,0,74,1,"25,26",44,0,5144,22,1,0,0,0,,2022-01-28T03:56:31+0000,478,IdolGift,"2, 44",105,0
24411,0,0,0,62,1,618,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,484,Home,"2, 44",105,0
24501,0,0,0,69,1,45,-,0,5145,22,1,0,0,0,,2022-01-28T03:56:31+0000,486,SongSelect,"2, 45",105,0
24502,0,0,0,68,1,45,-,0,5145,22,1,0,0,0,,2022-01-28T03:56:31+0000,487,SongSelect,"2, 45",105,0
24503,0,0,0,49,50,45,-,0,5145,22,1,0,0,0,,2022-01-28T03:56:31+0000,490,SongSelect,"2, 45",105,0
24504,0,0,0,63,1,45,-,0,5145,22,1,0,0,0,,2022-01-28T03:56:31+0000,492,StorySelect2,"2, 45",105,0
24505,0,0,0,55,1,45,77,0,5145,22,1,0,0,0,,2022-01-28T03:56:31+0000,485,SongSelect,"2, 45",105,0
