card_id,user_id,mst_card_id,exp,level,vocal,vocal_diff,dance,dance_diff,visual,visual_diff,before_awakened_vocal,before_awakened_dance,before_awakened_visual,after_awakened_vocal,after_awakened_dance,after_awakened_visual,skill_level,skill_level_max,skill_probability,is_awakened,awakening_gauge,master_rank,create_date,is_new
4c592f0b-775e-48bc-a078-d67c03392aab_121,4c592f0b775e48bca078d67c03392aab,121,79600,90,7862,43.320987654321,4193,23.1172839506173,6001,33.0679012345679,7082,3776,5406,7862,4193,6001,6,10,36,1,400,4,2019-08-31T15:49:14+00:00,0
4c592f0b-775e-48bc-a078-d67c03392aab_124,4c592f0b775e48bca078d67c03392aab,124,48400,70,6196,50.5795918367347,3334,27.2163265306122,4766,38.9061224489796,5310,2858,4086,6196,3334,4766,1,10,31,1,300,0,2019-09-13T08:45:19+00:00,0
4c592f0b-775e-48bc-a078-d67c03392aab_300,4c592f0b775e48bca078d67c03392aab,300,111700,90,3824,23.6049382716049,5402,33.3456790123457,6997,43.1913580246914,3400,4802,6220,3824,5402,6997,5,10,35,1,400,0,2020-07-04T18:43:39+00:00,0
64b81036-ca5a-4b0f-9bd3-ad526093a12d_397,64b81036ca5a4b0f9bd3ad526093a12d,397,88750,90,7874,43.3950617283951,6057,33.3888888888889,4255,23.4506172839506,7092,5456,3832,7874,6057,4255,3,10,33,1,400,4,2020-09-28T16:13:08+00:00,0
64b81036-ca5a-4b0f-9bd3-ad526093a12d_550,64b81036ca5a4b0f9bd3ad526093a12d,550,120500,90,6321,34.8456790123457,3793,20.8950617283951,8833,48.6728395061728,5694,3416,7956,6321,3793,8833,10,10,40,1,400,4,2021-05-20T07:11:22+00:00,0
64b81036-ca5a-4b0f-9bd3-ad526093a12d_572,64b81036ca5a4b0f9bd3ad526093a12d,572,80000,90,2943,18.1666666666667,8608,53.1358024691358,5777,35.6604938271605,2616,7652,5136,2943,8608,5777,1,10,31,1,400,0,2021-06-27T17:43:39+00:00,0
64b81036-ca5a-4b0f-9bd3-ad526093a12d_408,64b81036ca5a4b0f9bd3ad526093a12d,408,101550,90,9601,52.9197530864198,6446,35.5185185185185,3280,18.0740740740741,8648,5806,2954,9601,6446,3280,10,10,40,1,400,4,2020-10-01T16:43:42+00:00,0
64b81036-ca5a-4b0f-9bd3-ad526093a12d_115,64b81036ca5a4b0f9bd3ad526093a12d,115,79450,90,4359,23.3888888888889,6184,33.2037037037037,8007,42.9753086419753,3938,5587,7233,4359,6184,8007,10,12,40,1,400,5,2019-09-04T15:29:14+00:00,0
6a462089-91e5-485a-92f2-aae833272d94_462,6a46208991e5485a92f2aae833272d94,462,110000,90,5745,35.462962962963,2920,18.0246913580247,8598,53.0740740740741,5106,2596,7642,5745,2920,8598,5,10,35,1,400,0,2020-12-25T10:06:35+00:00,0
6a462089-91e5-485a-92f2-aae833272d94_107,6a46208991e5485a92f2aae833272d94,107,79300,90,6010,33.1234567901235,4450,24.5308641975309,7675,42.2901234567901,5414,4008,6914,6010,4450,7675,10,10,40,1,400,4,2019-10-24T15:32:43+00:00,0
6a462089-91e5-485a-92f2-aae833272d94_195,6a46208991e5485a92f2aae833272d94,195,109500,90,3996,24.6666666666667,5737,35.4135802469136,7417,45.783950617284,3552,5100,6592,3996,5737,7417,5,10,35,1,400,0,2020-10-02T04:31:38+00:00,0
596bd2f1-8f18-4b6c-96ae-14d6f76cb96f_163,596bd2f18f184b6c96ae14d6f76cb96f,163,90000,90,6062,33.4197530864198,7775,42.858024691358,4191,23.1049382716049,5460,7004,3776,6062,7775,4191,10,10,40,1,400,4,2020-03-04T09:39:26+00:00,0
596bd2f1-8f18-4b6c-96ae-14d6f76cb96f_146,596bd2f18f184b6c96ae14d6f76cb96f,146,59500,70,6980,50.8734693877551,5397,39.3224489795918,3824,27.8857142857143,6090,4708,3336,6980,5397,3824,4,10,34,1,300,4,2019-10-12T08:16:59+00:00,0
596bd2f1-8f18-4b6c-96ae-14d6f76cb96f_194,596bd2f18f184b6c96ae14d6f76cb96f,194,80750,90,7445,45.9567901234568,4028,24.8641975308642,5668,34.9876543209877,6618,3580,5038,7445,4028,5668,9,10,39,1,400,0,2019-12-28T17:00:51+00:00,0
596bd2f1-8f18-4b6c-96ae-14d6f76cb96f_115,596bd2f18f184b6c96ae14d6f76cb96f,115,80000,90,4245,23.3888888888889,6023,33.2037037037037,7798,42.9753086419753,3824,5426,7024,4245,6023,7798,10,10,40,1,400,4,2020-02-26T15:28:20+00:00,0
b240c82c-cda4-4746-9d7c-8316cb1c62e7_303,b240c82ccda447469d7c8316cb1c62e7,303,147000,90,7421,45.8086419753086,4024,24.8395061728395,5727,35.3518518518518,6596,3576,5090,7421,4024,5727,7,10,37,1,400,0,2020-06-29T10:00:19+00:00,0
b240c82c-cda4-4746-9d7c-8316cb1c62e7_194,b240c82ccda447469d7c8316cb1c62e7,194,279750,90,7668,45.9567901234568,4149,24.8641975308642,5838,34.9876543209877,6841,3701,5208,7668,4149,5838,10,10,40,1,400,1,2019-12-27T08:49:19+00:00,0
b240c82c-cda4-4746-9d7c-8316cb1c62e7_195,b240c82ccda447469d7c8316cb1c62e7,195,118000,90,3996,24.6666666666667,5737,35.4135802469136,7417,45.783950617284,3552,5100,6592,3996,5737,7417,9,10,39,1,400,0,2019-12-27T16:02:50+00:00,0
b240c82c-cda4-4746-9d7c-8316cb1c62e7_250,b240c82ccda447469d7c8316cb1c62e7,250,118000,90,7372,45.5061728395062,5727,35.3518518518518,4057,25.0432098765432,6552,5090,3606,7372,5727,4057,9,10,39,1,400,0,2020-03-28T07:57:07+00:00,0
b240c82c-cda4-4746-9d7c-8316cb1c62e7_95,b240c82ccda447469d7c8316cb1c62e7,95,49900,70,4036,29.4204081632653,5604,40.8489795918367,5003,36.465306122449,3522,4890,4364,4036,5604,5003,2,10,32,1,300,4,2019-09-10T14:25:28+00:00,0
820d3f5d-0739-49a8-8679-f73e3af329f7_305,820d3f5d073949a88679f73e3af329f7,305,117500,90,4035,24.9074074074074,7440,45.9259259259259,5700,35.1851851851852,3586,6614,5066,4035,7440,5700,4,10,34,1,400,0,2020-06-29T23:51:06+00:00,0
820d3f5d-0739-49a8-8679-f73e3af329f7_572,820d3f5d073949a88679f73e3af329f7,572,117500,90,2943,18.1666666666667,8608,53.1358024691358,5777,35.6604938271605,2616,7652,5136,2943,8608,5777,3,10,33,1,400,0,2021-06-28T16:18:31+00:00,0
820d3f5d-0739-49a8-8679-f73e3af329f7_573,820d3f5d073949a88679f73e3af329f7,573,117500,90,8583,52.9814814814815,2942,18.1604938271605,5773,35.6358024691358,7630,2616,5132,8583,2942,5773,4,10,34,1,400,0,2021-06-27T09:14:27+00:00,0
820d3f5d-0739-49a8-8679-f73e3af329f7_277,820d3f5d073949a88679f73e3af329f7,277,113750,90,7845,43.2407407407407,6080,33.5061728395062,4219,23.2530864197531,7066,5476,3800,7845,6080,4219,3,10,33,1,400,4,2020-05-12T01:20:10+00:00,0
1301b799-0a9e-41f6-a0ae-8676cb60cb36_461,1301b7990a9e41f6a0ae8676cb60cb36,461,96500,90,2914,17.9876543209877,8599,53.0802469135803,5762,35.5679012345679,2590,7644,5122,2914,8599,5762,4,10,34,1,400,0,2020-12-25T14:46:07+00:00,0
1301b799-0a9e-41f6-a0ae-8676cb60cb36_408,1301b7990a9e41f6a0ae8676cb60cb36,408,85500,90,8573,52.9197530864198,5754,35.5185185185185,2928,18.0740740740741,7620,5114,2602,8573,5754,2928,4,10,34,1,400,0,2020-12-25T14:44:43+00:00,0
1301b799-0a9e-41f6-a0ae-8676cb60cb36_572,1301b7990a9e41f6a0ae8676cb60cb36,572,0,1,1324,16.35,3874,47.8222222222222,2600,32.0944444444444,1324,3874,2600,1326,3879,2604,1,10,31,0,400,0,2021-07-02T23:47:12+00:00,0
1301b799-0a9e-41f6-a0ae-8676cb60cb36_242,1301b7990a9e41f6a0ae8676cb60cb36,242,87500,90,7844,43.2345679012346,4195,23.1296296296296,6032,33.2345679012346,7066,3778,5434,7844,4195,6032,7,10,37,1,400,4,2020-04-14T22:54:20+00:00,0
1301b799-0a9e-41f6-a0ae-8676cb60cb36_663,1301b7990a9e41f6a0ae8676cb60cb36,663,0,1,3572,44.0944444444444,2534,31.2888888888889,1545,19.0722222222222,3572,2534,1545,3577,2538,1547,1,10,31,0,1,0,2021-08-31T19:00:44+00:00,0
557ed405-ac49-4d96-9253-e89ea6e5bf3c_303,557ed405ac494d969253e89ea6e5bf3c,303,605500,90,7421,45.8086419753086,4024,24.8395061728395,5727,35.3518518518518,6596,3576,5090,7421,4024,5727,10,10,40,1,400,0,2020-07-01T18:35:38+00:00,0
557ed405-ac49-4d96-9253-e89ea6e5bf3c_107,557ed405ac494d969253e89ea6e5bf3c,107,80000,90,5366,33.1234567901235,3974,24.5308641975309,6851,42.2901234567901,4770,3532,6090,5366,3974,6851,5,10,35,1,400,0,2019-12-27T16:55:54+00:00,0
557ed405-ac49-4d96-9253-e89ea6e5bf3c_195,557ed405ac494d969253e89ea6e5bf3c,195,154500,90,3996,24.6666666666667,5737,35.4135802469136,7417,45.783950617284,3552,5100,6592,3996,5737,7417,5,10,35,1,400,0,2019-12-30T18:03:23+00:00,0
557ed405-ac49-4d96-9253-e89ea6e5bf3c_103,557ed405ac494d969253e89ea6e5bf3c,103,79800,90,5912,32.5925925925926,7836,43.1851851851852,4381,24.1543209876543,5326,7058,3946,5912,7836,4381,10,10,40,1,400,4,2019-09-04T10:25:33+00:00,0
557ed405-ac49-4d96-9253-e89ea6e5bf3c_309,557ed405ac494d969253e89ea6e5bf3c,309,115000,90,6279,34.6111111111111,3376,18.6172839506173,4916,27.0864197530864,5656,3040,4428,6279,3376,4916,5,10,35,1,300,4,2020-07-01T19:38:26+00:00,0
5b271cae-6e0f-44b6-ac15-8284dbb416fd_195,5b271cae6e0f44b6ac158284dbb416fd,195,194000,90,4236,24.6666666666667,6081,35.4135802469136,7863,45.783950617284,3792,5444,7038,4236,6081,7863,10,10,40,1,400,2,2019-12-27T11:16:37+00:00,0
5b271cae-6e0f-44b6-ac15-8284dbb416fd_196,5b271cae6e0f44b6ac158284dbb416fd,196,84900,90,6062,33.4197530864198,7851,43.2777777777778,4281,23.5864197530864,5460,7072,3856,6062,7851,4281,10,10,40,1,400,4,2019-12-31T16:47:22+00:00,0
5b271cae-6e0f-44b6-ac15-8284dbb416fd_213,5b271cae6e0f44b6ac158284dbb416fd,213,117500,90,5397,33.3148148148148,3740,23.0864197530864,7031,43.4012345679012,4798,3324,6250,5397,3740,7031,4,10,34,1,400,0,2020-07-12T13:56:31+00:00,0
5b271cae-6e0f-44b6-ac15-8284dbb416fd_519,5b271cae6e0f44b6ac158284dbb416fd,519,672000,90,6324,34.8641975308642,8773,48.3518518518518,3830,21.0987654320988,5696,7902,3450,6324,8773,3830,10,10,40,1,400,4,2021-04-02T16:08:29+00:00,0
83cd0019-d7f3-4b9f-a2d9-5856e4844ec1_233,83cd0019d7f34b9fa2d95856e4844ec1,233,121000,90,6957,38.3518518518518,5090,28.0617283950617,6082,33.5185185185185,6266,4584,5478,6957,5090,6082,7,10,37,1,400,4,2020-03-05T17:36:18+00:00,0
83cd0019-d7f3-4b9f-a2d9-5856e4844ec1_9001,83cd0019d7f34b9fa2d95856e4844ec1,9001,83000,90,6032,33.2345679012346,4247,23.4012345679012,7855,43.3024691358025,5434,3826,7076,6032,4247,7855,8,10,38,1,400,4,2020-02-01T08:31:41+00:00,0
83cd0019-d7f3-4b9f-a2d9-5856e4844ec1_137,83cd0019d7f34b9fa2d95856e4844ec1,137,154500,90,7017,43.3148148148148,3805,23.4876543209876,5355,33.0555555555556,6238,3382,4760,7017,3805,5355,5,10,35,1,400,0,2020-04-11T08:35:41+00:00,0
83cd0019-d7f3-4b9f-a2d9-5856e4844ec1_251,83cd0019d7f34b9fa2d95856e4844ec1,251,95750,90,5696,35.1604938271605,7423,45.820987654321,4043,24.9567901234568,5064,6598,3594,5696,7423,4043,9,10,39,1,400,0,2020-03-29T10:28:24+00:00,0
575ee35b-a1f8-4825-81f6-bda814590757_408,575ee35ba1f8482581f6bda814590757,408,121500,90,8830,52.9197530864198,5927,35.5185185185185,3016,18.0740740740741,7877,5287,2690,8830,5927,3016,8,10,38,1,400,1,2020-09-30T13:36:11+00:00,0
575ee35b-a1f8-4825-81f6-bda814590757_462,575ee35ba1f8482581f6bda814590757,462,85500,90,5745,35.462962962963,2920,18.0246913580247,8598,53.0740740740741,5106,2596,7642,5745,2920,8598,10,10,40,1,400,0,2020-12-26T16:17:03+00:00,0
575ee35b-a1f8-4825-81f6-bda814590757_461,575ee35ba1f8482581f6bda814590757,461,125000,90,2914,17.9876543209877,8599,53.0802469135803,5762,35.5679012345679,2590,7644,5122,2914,8599,5762,10,10,40,1,400,0,2020-12-25T08:54:39+00:00,0
575ee35b-a1f8-4825-81f6-bda814590757_428,575ee35ba1f8482581f6bda814590757,428,118000,90,6138,33.8395061728395,7994,44.0617283950617,4295,23.6728395061728,5528,7200,3868,6138,7994,4295,8,10,38,1,400,4,2021-02-15T07:13:31+00:00,0
aef93763-4df2-4878-99ec-4dfa5936dd21_213,aef937634df2487899ec4dfa5936dd21,213,100100,90,5397,33.3148148148148,3740,23.0864197530864,7031,43.4012345679012,4798,3324,6250,5397,3740,7031,4,10,34,1,400,0,2020-01-31T08:12:06+00:00,0
aef93763-4df2-4878-99ec-4dfa5936dd21_233,aef937634df2487899ec4dfa5936dd21,233,120000,90,6957,38.3518518518518,5090,28.0617283950617,6082,33.5185185185185,6266,4584,5478,6957,5090,6082,7,10,37,1,400,4,2020-03-04T23:18:17+00:00,0
aef93763-4df2-4878-99ec-4dfa5936dd21_300,aef937634df2487899ec4dfa5936dd21,300,111500,90,4284,23.6049382716049,6050,33.3456790123457,7837,43.1913580246914,3860,5450,7060,4284,6050,7837,7,10,37,1,400,4,2020-06-30T22:42:45+00:00,0
aef93763-4df2-4878-99ec-4dfa5936dd21_9001,aef937634df2487899ec4dfa5936dd21,9001,95200,90,5384,33.2345679012346,3791,23.4012345679012,7015,43.3024691358025,4786,3370,6236,5384,3791,7015,4,10,34,1,400,0,2020-01-12T13:20:05+00:00,0
aef93763-4df2-4878-99ec-4dfa5936dd21_196,aef937634df2487899ec4dfa5936dd21,196,112800,90,5414,33.4197530864198,7011,43.2777777777778,3821,23.5864197530864,4812,6232,3396,5414,7011,3821,5,10,35,1,400,0,2020-01-14T09:56:53+00:00,0
75bf6e52-eab6-446c-97bc-fab36c7e51a4_194,75bf6e52eab6446c97bcfab36c7e51a4,194,101500,90,7445,45.9567901234568,4028,24.8641975308642,5668,34.9876543209877,6618,3580,5038,7445,4028,5668,9,10,39,1,400,0,2019-12-29T16:02:00+00:00,0
75bf6e52-eab6-446c-97bc-fab36c7e51a4_233,75bf6e52eab6446c97bcfab36c7e51a4,233,229500,90,6957,38.3518518518518,5090,28.0617283950617,6082,33.5185185185185,6266,4584,5478,6957,5090,6082,10,10,40,1,400,4,2020-03-01T01:34:51+00:00,0
75bf6e52-eab6-446c-97bc-fab36c7e51a4_251,75bf6e52eab6446c97bcfab36c7e51a4,251,232000,90,5696,35.1604938271605,7423,45.820987654321,4043,24.9567901234568,5064,6598,3594,5696,7423,4043,9,10,39,1,400,0,2020-03-28T07:41:25+00:00,0
75bf6e52-eab6-446c-97bc-fab36c7e51a4_115,75bf6e52eab6446c97bcfab36c7e51a4,115,233000,80,3368,21.05,4782,29.8833333333333,6188,38.6777777777778,3368,4782,6188,3789,5379,6962,6,10,36,0,400,0,2020-02-27T17:06:13+00:00,0
59a31225-d525-48f8-a434-937f7d741cb4_574,59a31225d52548f8a434937f7d741cb4,574,118000,90,2918,18.0123456790123,5772,35.6296296296296,8609,53.141975308642,2594,5130,7652,2918,5772,8609,4,10,34,1,400,0,2021-07-03T05:41:49+00:00,0
59a31225-d525-48f8-a434-937f7d741cb4_572,59a31225d52548f8a434937f7d741cb4,572,175500,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,5,10,35,1,400,4,2021-07-02T17:36:38+00:00,0
59a31225-d525-48f8-a434-937f7d741cb4_573,59a31225d52548f8a434937f7d741cb4,573,138750,90,8583,52.9814814814815,2942,18.1604938271605,5773,35.6358024691358,7630,2616,5132,8583,2942,5773,4,10,34,1,400,0,2021-06-27T07:15:50+00:00,0
59a31225-d525-48f8-a434-937f7d741cb4_413,59a31225d52548f8a434937f7d741cb4,413,0,1,1912,28.0326530612245,3556,52.1142857142857,2747,40.2775510204082,1909,3550,2742,1912,3556,2747,1,10,36,1,300,4,2020-10-12T05:53:29+00:00,0
1bf52e6c-9736-487a-a87e-dfd1ee65ea95_9002,1bf52e6c9736487aa87edfd1ee65ea95,9002,117500,90,6003,33.0802469135802,7877,43.4135802469136,4247,23.4012345679012,5408,7096,3826,6003,7877,4247,10,10,40,1,400,4,2020-02-22T16:10:04+00:00,0
1bf52e6c-9736-487a-a87e-dfd1ee65ea95_195,1bf52e6c9736487aa87edfd1ee65ea95,195,129000,90,3996,24.6666666666667,5737,35.4135802469136,7417,45.783950617284,3552,5100,6592,3996,5737,7417,10,10,40,1,400,0,2019-12-29T08:08:50+00:00,0
1bf52e6c-9736-487a-a87e-dfd1ee65ea95_286,1bf52e6c9736487aa87edfd1ee65ea95,286,117500,90,7841,43.2160493827161,4256,23.4567901234568,6053,33.3641975308642,7064,3834,5452,7841,4256,6053,10,10,45,1,400,4,2020-06-08T16:03:07+00:00,0
924d8472-b312-45a6-8e34-a94aae04eefb_408,924d8472b31245a68e34a94aae04eefb,408,106000,90,8573,52.9197530864198,5754,35.5185185185185,2928,18.0740740740741,7620,5114,2602,8573,5754,2928,10,10,40,1,400,0,2020-09-29T17:17:34+00:00,0
924d8472-b312-45a6-8e34-a94aae04eefb_303,924d8472b31245a68e34a94aae04eefb,303,588750,90,7421,45.8086419753086,4024,24.8395061728395,5727,35.3518518518518,6596,3576,5090,7421,4024,5727,10,10,40,1,400,0,2020-06-30T16:03:16+00:00,0
924d8472-b312-45a6-8e34-a94aae04eefb_461,924d8472b31245a68e34a94aae04eefb,461,399500,90,2914,17.9876543209877,8599,53.0802469135803,5762,35.5679012345679,2590,7644,5122,2914,8599,5762,10,10,40,1,400,0,2020-12-27T16:32:51+00:00,0
924d8472-b312-45a6-8e34-a94aae04eefb_115,924d8472b31245a68e34a94aae04eefb,115,89750,90,3789,23.3888888888889,5379,33.2037037037037,6962,42.9753086419753,3368,4782,6188,3789,5379,6962,9,10,39,1,400,0,2019-12-28T16:12:11+00:00,0
3f901ab5-87a9-476e-9823-23ca515dc630_515,3f901ab587a9476e982323ca515dc630,515,119000,90,9625,53.0432098765432,3282,18.0864197530864,6431,35.4506172839506,8670,2956,5792,9625,3282,6431,5,10,35,1,400,4,2021-03-29T12:17:40+00:00,0
3f901ab5-87a9-476e-9823-23ca515dc630_516,3f901ab587a9476e982323ca515dc630,516,88750,90,2928,18.0740740740741,5760,35.5555555555556,8583,52.9814814814815,2602,5120,7630,2928,5760,8583,5,10,35,1,400,0,2021-04-01T23:58:14+00:00,0
3f901ab5-87a9-476e-9823-23ca515dc630_462,3f901ab587a9476e982323ca515dc630,462,88750,90,6433,35.462962962963,3272,18.0246913580247,9630,53.0740740740741,5794,2948,8674,6433,3272,9630,5,10,35,1,400,4,2020-12-27T16:03:18+00:00,0
3f901ab5-87a9-476e-9823-23ca515dc630_9001,3f901ab587a9476e982323ca515dc630,9001,80000,90,6032,33.2345679012346,4247,23.4012345679012,7855,43.3024691358025,5434,3826,7076,6032,4247,7855,5,10,35,1,400,4,2020-07-12T12:02:45+00:00,0
3f901ab5-87a9-476e-9823-23ca515dc630_227,3f901ab587a9476e982323ca515dc630,227,50000,70,4952,36.0816326530612,4854,35.3795918367347,4869,35.5020408163265,4320,4234,4248,4952,4854,4869,4,10,34,1,300,4,2020-06-29T18:11:11+00:00,0
4b316c34-1cd4-4406-962c-cee73197baf3_516,4b316c341cd44406962ccee73197baf3,516,118000,90,3280,18.0740740740741,6452,35.5555555555556,9611,52.9814814814815,2954,5812,8658,3280,6452,9611,4,10,34,1,400,4,2021-04-01T16:02:17+00:00,0
4b316c34-1cd4-4406-962c-cee73197baf3_462,4b316c341cd44406962ccee73197baf3,462,108000,90,6433,35.462962962963,3272,18.0246913580247,9630,53.0740740740741,5794,2948,8674,6433,3272,9630,4,10,34,1,400,4,2020-12-28T16:04:48+00:00,0
4b316c34-1cd4-4406-962c-cee73197baf3_461,4b316c341cd44406962ccee73197baf3,461,95500,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,4,10,34,1,400,4,2020-12-25T09:07:39+00:00,0
4b316c34-1cd4-4406-962c-cee73197baf3_572,4b316c341cd44406962ccee73197baf3,572,151750,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,4,10,34,1,400,4,2021-06-27T11:22:06+00:00,0
4b316c34-1cd4-4406-962c-cee73197baf3_361,4b316c341cd44406962ccee73197baf3,361,118000,90,6086,33.5432098765432,4265,23.5123456790123,7886,43.4691358024691,5482,3842,7104,6086,4265,7886,4,10,34,1,400,4,2020-07-13T14:51:37+00:00,0
4f439892-b1b1-48c1-9366-1588d07b4eaa_409,4f439892b1b148c193661588d07b4eaa,409,80000,90,5760,35.5555555555556,8550,52.7777777777778,2872,17.7283950617284,5120,7600,2552,5760,8550,2872,5,10,35,1,400,0,2020-09-28T09:17:04+00:00,0
4f439892-b1b1-48c1-9366-1588d07b4eaa_408,4f439892b1b148c193661588d07b4eaa,408,80000,90,8573,52.9197530864198,5754,35.5185185185185,2928,18.0740740740741,7620,5114,2602,8573,5754,2928,5,10,35,1,400,0,2020-09-28T09:17:04+00:00,0
4f439892-b1b1-48c1-9366-1588d07b4eaa_104,4f439892b1b148c193661588d07b4eaa,104,79800,90,5436,33.5555555555556,5497,33.9320987654321,5503,33.9691358024691,4832,4886,4892,5436,5497,5503,5,10,25,1,400,0,2019-08-30T17:25:01+00:00,0
4406e0de-5713-4967-aa76-1a97c15ae6ed_105,4406e0de57134967aa761a97c15ae6ed,105,106000,90,6156,33.9259259259259,6181,34.0555555555556,6064,33.4320987654321,5546,5568,5462,6156,6181,6064,10,10,35,1,400,4,2020-03-05T02:39:25+00:00,0
4406e0de-5713-4967-aa76-1a97c15ae6ed_108,4406e0de57134967aa761a97c15ae6ed,108,121000,90,7681,42.3271604938272,4367,24.0679012345679,6008,33.1111111111111,6920,3934,5412,7681,4367,6008,6,10,36,1,400,4,2020-03-01T11:40:33+00:00,0
4406e0de-5713-4967-aa76-1a97c15ae6ed_104,4406e0de57134967aa761a97c15ae6ed,104,109500,90,6088,33.5555555555556,6157,33.9320987654321,6163,33.9691358024691,5484,5546,5552,6088,6157,6163,4,10,24,1,400,4,2020-04-16T13:11:25+00:00,0
adb4b486-1c39-4579-9d4e-ed6dd70cf7da_461,adb4b4861c3945799d4eed6dd70cf7da,461,517000,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-26T17:52:19+00:00,0
adb4b486-1c39-4579-9d4e-ed6dd70cf7da_108,adb4b4861c3945799d4eed6dd70cf7da,108,79400,90,7887,42.3271604938272,4484,24.0679012345679,6169,33.1111111111111,7126,4051,5573,7887,4484,6169,10,12,40,1,400,5,2019-08-30T10:58:03+00:00,0
adb4b486-1c39-4579-9d4e-ed6dd70cf7da_109,adb4b4861c3945799d4eed6dd70cf7da,109,82000,90,6170,33.1172839506173,4368,23.4444444444444,8050,43.2098765432099,5573,3946,7272,6170,4368,8050,10,12,40,1,400,5,2019-09-13T16:41:22+00:00,0
adb4b486-1c39-4579-9d4e-ed6dd70cf7da_9002,adb4b4861c3945799d4eed6dd70cf7da,9002,116500,90,6164,33.0802469135802,8088,43.4135802469136,4361,23.4012345679012,5569,7307,3940,6164,8088,4361,12,12,50,1,400,5,2020-04-20T19:54:08+00:00,0
e563285c-c65c-462c-9a55-30e177f2460d_573,e563285cc65c462c9a5530e177f2460d,573,83000,90,9611,52.9814814814815,3294,18.1604938271605,6465,35.6358024691358,8658,2968,5824,9611,3294,6465,4,10,34,1,400,4,2021-06-27T07:05:33+00:00,0
e563285c-c65c-462c-9a55-30e177f2460d_574,e563285cc65c462c9a5530e177f2460d,574,105000,90,3270,18.0123456790123,6464,35.6296296296296,9641,53.141975308642,2946,5822,8684,3270,6464,9641,4,10,34,1,400,4,2021-06-28T07:13:50+00:00,0
e563285c-c65c-462c-9a55-30e177f2460d_572,e563285cc65c462c9a5530e177f2460d,572,99000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-07-03T04:35:02+00:00,0
e563285c-c65c-462c-9a55-30e177f2460d_486,e563285cc65c462c9a5530e177f2460d,486,381000,90,4397,24.2283950617284,7983,43.9938271604938,6129,33.7839506172839,3960,7192,5520,4397,7983,6129,10,10,40,1,400,4,2021-02-17T17:53:24+00:00,0
e563285c-c65c-462c-9a55-30e177f2460d_233,e563285cc65c462c9a5530e177f2460d,233,98000,90,6957,38.3518518518518,5090,28.0617283950617,6082,33.5185185185185,6266,4584,5478,6957,5090,6082,10,10,40,1,400,4,2021-07-14T12:38:25+00:00,0
80690aa5-c175-4681-86e5-3e12ea0a5837_251,80690aa5c175468186e53e12ea0a5837,251,156200,90,5867,35.1604938271605,7646,45.820987654321,4164,24.9567901234568,5235,6821,3715,5867,7646,4164,6,10,36,1,400,1,2020-03-28T11:41:00+00:00,0
80690aa5-c175-4681-86e5-3e12ea0a5837_461,80690aa5c175468186e53e12ea0a5837,461,79800,90,3001,17.9876543209877,8857,53.0802469135803,5935,35.5679012345679,2677,7902,5295,3001,8857,5935,3,10,33,1,400,1,2020-12-28T16:03:57+00:00,0
80690aa5-c175-4681-86e5-3e12ea0a5837_408,80690aa5c175468186e53e12ea0a5837,408,81400,90,8830,52.9197530864198,5927,35.5185185185185,3016,18.0740740740741,7877,5287,2690,8830,5927,3016,3,10,33,1,400,1,2020-09-29T16:05:24+00:00,0
80690aa5-c175-4681-86e5-3e12ea0a5837_194,80690aa5c175468186e53e12ea0a5837,194,87050,90,7891,45.9567901234568,4270,24.8641975308642,6008,34.9876543209877,7064,3822,5378,7891,4270,6008,6,10,36,1,400,2,2020-06-29T07:10:05+00:00,0
516745dd-19e9-4ea0-9d3b-7265784fcc11_287,516745dd19e94ea09d3b7265784fcc11,287,97500,90,4282,23.5925925925926,7824,43.1111111111111,5986,33.0,3858,7048,5392,4282,7824,5986,3,10,38,1,400,4,2020-05-31T07:49:33+00:00,0
516745dd-19e9-4ea0-9d3b-7265784fcc11_303,516745dd19e94ea09d3b7265784fcc11,303,119250,90,7421,45.8086419753086,4024,24.8395061728395,5727,35.3518518518518,6596,3576,5090,7421,4024,5727,10,10,40,1,400,0,2020-06-29T09:18:39+00:00,0
516745dd-19e9-4ea0-9d3b-7265784fcc11_304,516745dd19e94ea09d3b7265784fcc11,304,110000,90,5690,35.1234567901235,4023,24.8333333333333,7458,46.037037037037,5058,3576,6630,5690,4023,7458,5,10,35,1,400,0,2020-06-30T16:15:24+00:00,0
516745dd-19e9-4ea0-9d3b-7265784fcc11_286,516745dd19e94ea09d3b7265784fcc11,286,790000,90,7841,43.2160493827161,4256,23.4567901234568,6053,33.3641975308642,7064,3834,5452,7841,4256,6053,10,10,45,1,400,4,2020-05-31T07:55:15+00:00,0
